	speaker	domain	language
21848	czhpmt	berdoa dalam hati	jawa
21849	czhpmt	berdoa di tempat ibadah	jawa
21850	czhpmt	di rumah	jawa
21851	czhpmt	di tempat kerja	jawa
21852	czhpmt	di pasar	jawa
21853	czhpmt	di warung	jawa
21854	czhpmt	di bank	indonesia
21855	czhpmt	di kantor pos	indonesia
21856	czhpmt	di sd dengan guru	indonesia
21857	czhpmt	di sd dengan teman sekelas	jawa
21858	czhpmt	di sma dengan guru	indonesia
21859	czhpmt	di sma dengan teman sekelas	jawa
21860	czhpmt	di kendaraan umum	jawa
21861	czhpmt	membaca novel/buku cerita	indonesia
21862	czhpmt	membaca koran	indonesia
21864	czhpmt	mendengar musik	inggris
21867	tkwwcb	dengan ibu	jawa
21868	tkwwcb	dengan bapak	jawa
21869	tkwwcb	dengan kakak/adik	jawa
21870	tkwwcb	dengan nenek dan kakek	jawa
21872	tkwwcb	dengan sanak saudara (tante, om, sepupu, dll)	jawa
21873	tkwwcb	dengan tetangga	jawa
21874	tkwwcb	dengan pembantu	jawa
21875	tkwwcb	apabila marah	jawa
21876	tkwwcb	dalam mimpi	jawa
21877	tkwwcb	berhitung	indonesia
21878	tkwwcb	kirim sms ke keluarga	jawa
21879	tkwwcb	kirim sms ke teman	indonesia
21881	tkwwcb	dalam jejaring sosial (fb)	indonesia
21882	tkwwcb	dalam jejaring sosial (fb)	jawa
21883	tkwwcb	berdoa dalam hati	jawa
21884	tkwwcb	berdoa di tempat ibadah	jawa
21885	tkwwcb	di rumah	jawa
21886	tkwwcb	di tempat kerja	jawa
21887	tkwwcb	di pasar	jawa
21888	tkwwcb	di warung	jawa
21889	tkwwcb	di bank	indonesia
21890	tkwwcb	di kantor pos	indonesia
21891	tkwwcb	di sd dengan guru	indonesia
21892	tkwwcb	di sd dengan teman sekelas	jawa
21893	tkwwcb	di sma dengan guru	indonesia
21894	tkwwcb	di sma dengan teman sekelas	jawa
21895	tkwwcb	di kendaraan umum	jawa
21896	tkwwcb	membaca novel/buku cerita	indonesia
21897	tkwwcb	membaca koran	indonesia
21898	tkwwcb	membaca majalah	indonesia
21899	tkwwcb	mendengar musik	indonesia
21900	tkwwcb	mendengar musik	jawa
21901	tkwwcb	mendengar musik	inggris
21902	tkwwcb	mendengar radio	indonesia
21903	tkwwcb	menonton tv	indonesia
21904	jnfnzi	dengan ibu	indonesia
21905	jnfnzi	dengan bapak	indonesia
21906	jnfnzi	dengan kakak/adik	indonesia
21907	jnfnzi	dengan nenek dan kakek	indonesia
21909	jnfnzi	dengan sanak saudara (tante, om, sepupu, dll)	indonesia
21910	jnfnzi	dengan tetangga	indonesia
21912	jnfnzi	apabila marah	indonesia
21913	jnfnzi	apabila marah	inggris
21914	jnfnzi	dalam mimpi	indonesia
21915	jnfnzi	dalam mimpi	inggris
21916	jnfnzi	berhitung	indonesia
21917	jnfnzi	kirim sms ke keluarga	indonesia
21918	jnfnzi	kirim sms ke teman	indonesia
21920	jnfnzi	dalam jejaring sosial (fb)	indonesia
21921	jnfnzi	dalam jejaring sosial (fb)	inggris
21922	jnfnzi	berdoa dalam hati	indonesia
21923	jnfnzi	berdoa di tempat ibadah	indonesia
21924	jnfnzi	di rumah	indonesia
21926	jnfnzi	di pasar	indonesia
21927	jnfnzi	di warung	indonesia
21928	jnfnzi	di bank	indonesia
21929	jnfnzi	di kantor pos	indonesia
21930	jnfnzi	di sd dengan guru	indonesia
21931	jnfnzi	di sd dengan teman sekelas	indonesia
21932	jnfnzi	di sd dengan teman sekelas	jawa
21933	jnfnzi	di sma dengan guru	indonesia
21934	jnfnzi	di sma dengan teman sekelas	indonesia
21935	jnfnzi	di sma dengan teman sekelas	jawa
21936	jnfnzi	di kendaraan umum	indonesia
21937	jnfnzi	membaca novel/buku cerita	indonesia
21938	jnfnzi	membaca novel/buku cerita	inggris
21939	jnfnzi	membaca koran	indonesia
21940	jnfnzi	membaca majalah	indonesia
21941	jnfnzi	membaca majalah	inggris
21942	jnfnzi	mendengar musik	inggris
21943	jnfnzi	mendengar radio	indonesia
21944	jnfnzi	mendengar radio	inggris
21945	jnfnzi	menonton tv	inggris
21946	sqvlnm	dengan ibu	jawa
21947	sqvlnm	dengan bapak	jawa
21948	sqvlnm	dengan kakak/adik	jawa
21949	sqvlnm	dengan nenek dan kakek	jawa
21951	sqvlnm	dengan sanak saudara (tante, om, sepupu, dll)	jawa
21953	sqvlnm	dengan pembantu	jawa
21954	sqvlnm	apabila marah	jawa
21955	sqvlnm	dalam mimpi	jawa
21956	sqvlnm	berhitung	jawa
21957	sqvlnm	kirim sms ke keluarga	indonesia
21958	sqvlnm	kirim sms ke teman	indonesia
21960	sqvlnm	dalam jejaring sosial (fb)	indonesia
21961	sqvlnm	berdoa dalam hati	jawa
21962	sqvlnm	berdoa di tempat ibadah	jawa
21963	sqvlnm	di rumah	jawa
21965	sqvlnm	di pasar	jawa
21966	sqvlnm	di warung	jawa
21967	sqvlnm	di bank	indonesia
21968	sqvlnm	di kantor pos	indonesia
21969	sqvlnm	di sd dengan guru	indonesia
21970	sqvlnm	di sd dengan teman sekelas	indonesia
21971	sqvlnm	di sd dengan teman sekelas	jawa
21972	sqvlnm	di sma dengan guru	indonesia
21973	sqvlnm	di sma dengan teman sekelas	jawa
21974	sqvlnm	di kendaraan umum	indonesia
21975	sqvlnm	membaca novel/buku cerita	indonesia
21976	sqvlnm	membaca koran	indonesia
21977	sqvlnm	membaca majalah	indonesia
21978	sqvlnm	mendengar musik	inggris
21979	sqvlnm	mendengar radio	indonesia
21980	sqvlnm	menonton tv	indonesia
22015	wmcuvw	dengan ibu	indonesia
22016	wmcuvw	dengan ibu	jawa
22017	wmcuvw	dengan bapak	indonesia
22018	wmcuvw	dengan bapak	jawa
22019	wmcuvw	dengan bapak	inggris
22020	wmcuvw	dengan kakak/adik	indonesia
22021	wmcuvw	dengan kakak/adik	jawa
22022	wmcuvw	dengan nenek dan kakek	indonesia
22023	wmcuvw	dengan nenek dan kakek	belanda
22024	wmcuvw	dengan nenek dan kakek	jawa
22026	wmcuvw	dengan sanak saudara (tante, om, sepupu, dll)	indonesia
22027	wmcuvw	dengan sanak saudara (tante, om, sepupu, dll)	jawa
22028	wmcuvw	dengan tetangga	indonesia
22029	wmcuvw	dengan pembantu	indonesia
22030	wmcuvw	apabila marah	inggris
22031	wmcuvw	apabila marah	jawa
22032	wmcuvw	dalam mimpi	indonesia
22033	wmcuvw	berhitung	indonesia
22034	wmcuvw	kirim sms ke keluarga	indonesia
22035	wmcuvw	kirim sms ke teman	indonesia
22036	wmcuvw	kirim sms ke teman	jawa
22037	wmcuvw	kirim sms ke teman	inggris
22039	wmcuvw	dalam jejaring sosial (fb)	indonesia
22040	wmcuvw	dalam jejaring sosial (fb)	jawa
22041	wmcuvw	dalam jejaring sosial (fb)	inggris
22042	wmcuvw	berdoa dalam hati	indonesia
22043	wmcuvw	berdoa di tempat ibadah	indonesia
22044	wmcuvw	berdoa di tempat ibadah	inggris
22045	wmcuvw	di rumah	indonesia
22046	wmcuvw	di rumah	jawa
22047	wmcuvw	di rumah	inggris
22049	wmcuvw	di pasar	jawa
22050	wmcuvw	di warung	indonesia
22051	wmcuvw	di bank	indonesia
22052	wmcuvw	di kantor pos	indonesia
22053	wmcuvw	di sd dengan guru	indonesia
22054	wmcuvw	di sd dengan teman sekelas	indonesia
22055	wmcuvw	di sd dengan teman sekelas	jawa
22056	wmcuvw	di sma dengan guru	indonesia
22057	wmcuvw	di sma dengan teman sekelas	indonesia
22058	wmcuvw	di sma dengan teman sekelas	jawa
22059	wmcuvw	di kendaraan umum	indonesia
22060	wmcuvw	membaca novel/buku cerita	indonesia
22061	wmcuvw	membaca novel/buku cerita	inggris
22062	wmcuvw	membaca koran	indonesia
22063	wmcuvw	membaca koran	inggris
22064	wmcuvw	membaca majalah	indonesia
22065	wmcuvw	membaca majalah	inggris
22066	wmcuvw	mendengar musik	indonesia
22067	wmcuvw	mendengar musik	inggris
22068	wmcuvw	mendengar radio	indonesia
22069	wmcuvw	mendengar radio	inggris
22070	wmcuvw	menonton tv	indonesia
22071	wmcuvw	menonton tv	inggris
22072	jtqsef	dengan ibu	indonesia
22073	jtqsef	dengan ibu	jawa
22074	jtqsef	dengan bapak	indonesia
22075	jtqsef	dengan bapak	jawa
22076	jtqsef	dengan kakak/adik	indonesia
22077	jtqsef	dengan kakak/adik	jawa
22080	jtqsef	dengan sanak saudara (tante, om, sepupu, dll)	indonesia
22081	jtqsef	dengan sanak saudara (tante, om, sepupu, dll)	jawa
22082	jtqsef	dengan tetangga	indonesia
22083	jtqsef	dengan tetangga	jawa
22085	jtqsef	apabila marah	indonesia
22086	jtqsef	apabila marah	jawa
22088	jtqsef	berhitung	indonesia
22089	jtqsef	kirim sms ke keluarga	indonesia
22090	jtqsef	kirim sms ke teman	indonesia
22092	jtqsef	dalam jejaring sosial (fb)	indonesia
22093	jtqsef	dalam jejaring sosial (fb)	inggris
22094	jtqsef	berdoa dalam hati	arab
22095	jtqsef	berdoa dalam hati	indonesia
22096	jtqsef	berdoa di tempat ibadah	arab
22097	jtqsef	berdoa di tempat ibadah	indonesia
22098	jtqsef	di rumah	indonesia
22099	jtqsef	di rumah	jawa
22100	jtqsef	di tempat kerja	indonesia
22101	jtqsef	di tempat kerja	jawa
22102	jtqsef	di pasar	indonesia
22103	jtqsef	di pasar	jawa
22104	jtqsef	di warung	indonesia
22105	jtqsef	di warung	jawa
22106	jtqsef	di bank	indonesia
22107	jtqsef	di kantor pos	indonesia
22108	jtqsef	di sd dengan guru	indonesia
22109	jtqsef	di sd dengan guru	jawa
22110	jtqsef	di sd dengan teman sekelas	indonesia
22111	jtqsef	di sd dengan teman sekelas	jawa
22112	jtqsef	di sma dengan guru	indonesia
22113	jtqsef	di sma dengan guru	jawa
22114	jtqsef	di sma dengan teman sekelas	indonesia
22115	jtqsef	di sma dengan teman sekelas	jawa
22116	jtqsef	di kendaraan umum	indonesia
22117	jtqsef	membaca novel/buku cerita	indonesia
22118	jtqsef	membaca novel/buku cerita	inggris
22119	jtqsef	membaca koran	indonesia
22120	jtqsef	membaca majalah	indonesia
22121	jtqsef	mendengar musik	indonesia
22122	jtqsef	mendengar musik	inggris
22123	jtqsef	mendengar radio	indonesia
22124	jtqsef	mendengar radio	inggris
22125	jtqsef	menonton tv	indonesia
22126	jtqsef	menonton tv	inggris
22127	rwrbdf	dengan ibu	jawa ngoko
22128	rwrbdf	dengan bapak	jawa ngoko
22129	rwrbdf	dengan kakak/adik	jawa ngoko
22130	rwrbdf	dengan nenek dan kakek	jawa ngoko
22131	rwrbdf	dengan nenek dan kakek	krama
22133	rwrbdf	dengan sanak saudara (tante, om, sepupu, dll)	jawa ngoko
22134	rwrbdf	dengan sanak saudara (tante, om, sepupu, dll)	indonesia
22135	rwrbdf	dengan sanak saudara (tante, om, sepupu, dll)	krama
22136	rwrbdf	dengan tetangga	jawa ngoko
22137	rwrbdf	dengan tetangga	krama
22139	rwrbdf	apabila marah	jawa ngoko
22140	rwrbdf	dalam mimpi	inggris
22141	rwrbdf	dalam mimpi	jawa
22142	rwrbdf	berhitung	indonesia
22143	rwrbdf	berhitung	jawa
22144	rwrbdf	kirim sms ke keluarga	jawa
22145	rwrbdf	kirim sms ke teman	indonesia
22146	rwrbdf	kirim sms ke teman	jawa
22148	rwrbdf	dalam jejaring sosial (fb)	indonesia
22149	rwrbdf	dalam jejaring sosial (fb)	jawa
22150	rwrbdf	dalam jejaring sosial (fb)	inggris
22151	rwrbdf	berdoa dalam hati	arab
22152	rwrbdf	berdoa dalam hati	jawa krama
22153	rwrbdf	berdoa dalam hati	indonesia
22154	rwrbdf	berdoa di tempat ibadah	arab
22155	rwrbdf	di rumah	jawa ngoko
22156	rwrbdf	di tempat kerja	indonesia
22157	rwrbdf	di tempat kerja	jawa
22158	rwrbdf	di tempat kerja	inggris
22159	rwrbdf	di pasar	jawa ngoko
22160	rwrbdf	di pasar	krama
22161	rwrbdf	di warung	jawa ngoko
22162	rwrbdf	di warung	krama
22163	rwrbdf	di bank	indonesia
22164	rwrbdf	di kantor pos	indonesia
22165	rwrbdf	di sd dengan guru	indonesia
22166	rwrbdf	di sd dengan teman sekelas	jawa ngoko
22167	rwrbdf	di sma dengan guru	indonesia
22168	rwrbdf	di sma dengan teman sekelas	jawa ngoko
22169	rwrbdf	di kendaraan umum	jawa krama
22170	rwrbdf	membaca novel/buku cerita	indonesia
22171	rwrbdf	membaca novel/buku cerita	inggris
22172	rwrbdf	membaca koran	indonesia
22173	rwrbdf	membaca koran	inggris
22174	rwrbdf	membaca majalah	indonesia
22175	rwrbdf	membaca majalah	jawa
22176	rwrbdf	membaca majalah	inggris
22177	rwrbdf	mendengar musik	indonesia
22178	rwrbdf	mendengar musik	inggris
22179	rwrbdf	mendengar radio	indonesia
22180	rwrbdf	mendengar radio	inggris
22181	rwrbdf	menonton tv	indonesia
22182	rwrbdf	menonton tv	inggris
22183	heecco	dengan ibu	jawa
22184	heecco	dengan bapak	jawa krama
22185	heecco	dengan kakak/adik	indonesia
22186	heecco	dengan kakak/adik	jawa
22187	heecco	dengan nenek dan kakek	jawa
22189	heecco	dengan sanak saudara (tante, om, sepupu, dll)	indonesia
22190	heecco	dengan sanak saudara (tante, om, sepupu, dll)	jawa
22191	heecco	dengan tetangga	indonesia
22192	heecco	dengan tetangga	jawa
22193	heecco	dengan pembantu	indonesia
22194	heecco	dengan pembantu	jawa
22195	heecco	apabila marah	indonesia
22196	heecco	apabila marah	jawa
22197	heecco	dalam mimpi	indonesia
22198	heecco	dalam mimpi	jawa
22199	heecco	berhitung	indonesia
22200	heecco	berhitung	jawa
22201	heecco	kirim sms ke keluarga	indonesia
22202	heecco	kirim sms ke keluarga	jawa
22203	heecco	kirim sms ke teman	indonesia
22204	heecco	kirim sms ke teman	jawa
22206	heecco	dalam jejaring sosial (fb)	indonesia
22207	heecco	dalam jejaring sosial (fb)	jawa
22208	heecco	berdoa dalam hati	indonesia
22209	heecco	berdoa dalam hati	jawa
22210	heecco	berdoa di tempat ibadah	indonesia
22211	heecco	berdoa di tempat ibadah	jawa
22212	heecco	di rumah	indonesia
22213	heecco	di rumah	jawa
22214	heecco	di tempat kerja	indonesia
22215	heecco	di tempat kerja	jawa
22216	heecco	di pasar	indonesia
22217	heecco	di pasar	jawa
22218	heecco	di warung	indonesia
22219	heecco	di warung	jawa
22220	heecco	di bank	indonesia
22221	heecco	di bank	jawa
22222	heecco	di kantor pos	indonesia
22223	heecco	di kantor pos	jawa
22224	heecco	di sd dengan guru	indonesia
22225	heecco	di sd dengan guru	jawa
22226	heecco	di sd dengan teman sekelas	indonesia
22227	heecco	di sd dengan teman sekelas	jawa
22228	heecco	di sma dengan guru	indonesia
22229	heecco	di sma dengan guru	jawa
22230	heecco	di sma dengan teman sekelas	indonesia
22231	heecco	di sma dengan teman sekelas	jawa
22232	heecco	di kendaraan umum	indonesia
22233	heecco	di kendaraan umum	jawa
22234	heecco	membaca novel/buku cerita	indonesia
22235	heecco	membaca novel/buku cerita	jawa
22236	heecco	membaca koran	indonesia
22237	heecco	membaca majalah	indonesia
22238	heecco	membaca majalah	inggris
22239	heecco	mendengar musik	dll
22240	heecco	mendengar musik	jawa
22241	heecco	mendengar musik	inggris
22242	heecco	mendengar musik	indonesia
22243	heecco	mendengar radio	indonesia
22244	heecco	mendengar radio	jawa
22245	heecco	mendengar radio	inggris
22246	heecco	menonton tv	indonesia
22247	heecco	menonton tv	jawa
22248	heecco	menonton tv	inggris
22249	lnmico	dengan ibu	indonesia
22250	lnmico	dengan ibu	jawa
22251	lnmico	dengan bapak	indonesia
22252	lnmico	dengan kakak/adik	indonesia
22253	lnmico	dengan kakak/adik	jawa
22254	lnmico	dengan kakak/adik	inggris
22255	lnmico	dengan nenek dan kakek	indonesia
22256	lnmico	dengan nenek dan kakek	jawa
22258	lnmico	dengan sanak saudara (tante, om, sepupu, dll)	indonesia
22259	lnmico	dengan sanak saudara (tante, om, sepupu, dll)	jawa
22260	lnmico	dengan tetangga	indonesia
22261	lnmico	dengan tetangga	jawa
22263	lnmico	apabila marah	indonesia
22264	lnmico	apabila marah	inggris
22265	lnmico	dalam mimpi	indonesia
22266	lnmico	berhitung	indonesia
22267	lnmico	kirim sms ke keluarga	indonesia
22268	lnmico	kirim sms ke keluarga	jawa
22269	lnmico	kirim sms ke teman	indonesia
22270	lnmico	kirim sms ke teman	jawa
22272	lnmico	dalam jejaring sosial (fb)	indonesia
22273	lnmico	dalam jejaring sosial (fb)	inggris
22274	lnmico	berdoa dalam hati	indonesia
22275	lnmico	berdoa di tempat ibadah	indonesia
22276	lnmico	di rumah	indonesia
22277	lnmico	di rumah	jawa
22278	lnmico	di tempat kerja	indonesia
22279	lnmico	di tempat kerja	inggris
22280	lnmico	di pasar	jawa
22281	lnmico	di warung	jawa
22282	lnmico	di bank	indonesia
22283	lnmico	di kantor pos	indonesia
22284	lnmico	di sd dengan guru	indonesia
22285	lnmico	di sd dengan teman sekelas	indonesia
22286	lnmico	di sd dengan teman sekelas	jawa
22287	lnmico	di sma dengan guru	indonesia
22288	lnmico	di sma dengan teman sekelas	indonesia
22289	lnmico	di sma dengan teman sekelas	jawa
22290	lnmico	di kendaraan umum	indonesia
22291	lnmico	membaca novel/buku cerita	indonesia
22292	lnmico	membaca novel/buku cerita	inggris
22293	lnmico	membaca koran	indonesia
22294	lnmico	membaca koran	inggris
22295	lnmico	membaca majalah	indonesia
22296	lnmico	mendengar musik	korea
22297	lnmico	mendengar musik	inggris
22298	lnmico	mendengar radio	indonesia
22299	lnmico	menonton tv	indonesia
22300	lnmico	menonton tv	inggris
22301	sdbodh	dengan ibu	jawa
22302	sdbodh	dengan bapak	jawa
22303	sdbodh	dengan kakak/adik	jawa
22306	sdbodh	dengan sanak saudara (tante, om, sepupu, dll)	jawa
22307	sdbodh	dengan tetangga	jawa
22308	sdbodh	dengan pembantu	jawa
22309	sdbodh	apabila marah	jawa
22310	sdbodh	dalam mimpi	jawa
22311	sdbodh	berhitung	jawa
22312	sdbodh	kirim sms ke keluarga	indonesia
22313	sdbodh	kirim sms ke teman	indonesia
22315	sdbodh	dalam jejaring sosial (fb)	indonesia
22316	sdbodh	berdoa dalam hati	arab
22317	sdbodh	berdoa di tempat ibadah	arab
22318	sdbodh	di rumah	jawa
22319	sdbodh	di tempat kerja	indonesia
22320	sdbodh	di pasar	jawa
22321	sdbodh	di warung	jawa
22322	sdbodh	di bank	indonesia
22323	sdbodh	di kantor pos	indonesia
22324	sdbodh	di sd dengan guru	indonesia
22325	sdbodh	di sd dengan teman sekelas	jawa
22326	sdbodh	di sma dengan guru	indonesia
22327	sdbodh	di sma dengan teman sekelas	jawa
22328	sdbodh	di kendaraan umum	jawa
22329	sdbodh	membaca novel/buku cerita	indonesia
22330	sdbodh	membaca koran	indonesia
22331	sdbodh	membaca majalah	indonesia
22332	sdbodh	mendengar musik	indonesia
22333	sdbodh	mendengar radio	indonesia
22334	sdbodh	menonton tv	indonesia
22335	nanrnf	dengan ibu	bali
22336	nanrnf	dengan bapak	melayu
22337	nanrnf	dengan kakak/adik	bali
22338	nanrnf	dengan nenek dan kakek	bali
22339	nanrnf	dengan nenek dan kakek	melayu
22341	nanrnf	dengan sanak saudara (tante, om, sepupu, dll)	bali
22342	nanrnf	dengan sanak saudara (tante, om, sepupu, dll)	melayu
22343	nanrnf	dengan tetangga	bali
22345	nanrnf	apabila marah	bali
22346	nanrnf	dalam mimpi	bali
22347	nanrnf	dalam mimpi	indonesia
22348	nanrnf	berhitung	bali
22349	nanrnf	kirim sms ke keluarga	bali
22350	nanrnf	kirim sms ke teman	indonesia
22352	nanrnf	dalam jejaring sosial (fb)	indonesia
22353	nanrnf	berdoa dalam hati	indonesia
22354	nanrnf	berdoa di tempat ibadah	arab
22355	nanrnf	di rumah	bali
22356	nanrnf	di rumah	melayu
22357	nanrnf	di tempat kerja	indonesia
22358	nanrnf	di pasar	bali
22359	nanrnf	di pasar	jawa
22360	nanrnf	di warung	bali
22361	nanrnf	di warung	jawa
22362	nanrnf	di bank	indonesia
22363	nanrnf	di kantor pos	indonesia
22364	nanrnf	di sd dengan guru	indonesia
22365	nanrnf	di sd dengan teman sekelas	indonesia
22366	nanrnf	di sma dengan guru	indonesia
22367	nanrnf	di sma dengan teman sekelas	indonesia
22368	nanrnf	di sma dengan teman sekelas	bugis
22369	nanrnf	di kendaraan umum	indonesia
22370	nanrnf	membaca novel/buku cerita	indonesia
22371	nanrnf	membaca novel/buku cerita	inggris
22372	nanrnf	membaca koran	indonesia
22373	nanrnf	membaca majalah	indonesia
22374	nanrnf	mendengar musik	inggris
22375	nanrnf	mendengar radio	perancis
22376	nanrnf	mendengar radio	indonesia
22377	nanrnf	menonton tv	indonesia
22378	bpggza	dengan ibu	jawa
22379	bpggza	dengan bapak	jawa
22380	bpggza	dengan kakak/adik	jawa
22381	bpggza	dengan nenek dan kakek	jawa
22383	bpggza	dengan sanak saudara (tante, om, sepupu, dll)	jawa
22384	bpggza	dengan tetangga	jawa
22386	bpggza	apabila marah	jawa
22387	bpggza	dalam mimpi	jawa
22388	bpggza	berhitung	indonesia
22389	bpggza	berhitung	jawa
22390	bpggza	kirim sms ke keluarga	jawa
22391	bpggza	kirim sms ke teman	indonesia
22393	bpggza	dalam jejaring sosial (fb)	indonesia
22394	bpggza	berdoa dalam hati	jawa
22395	bpggza	berdoa di tempat ibadah	arab
22396	bpggza	di rumah	jawa
22397	bpggza	di tempat kerja	jawa
22398	bpggza	di pasar	jawa
22399	bpggza	di warung	jawa
22400	bpggza	di bank	indonesia
22401	bpggza	di kantor pos	indonesia
22402	bpggza	di sd dengan guru	jawa
22403	bpggza	di sd dengan teman sekelas	jawa
22404	bpggza	di sma dengan guru	indonesia
22405	bpggza	di sma dengan guru	jawa
22406	bpggza	di sma dengan teman sekelas	jawa
22407	bpggza	di kendaraan umum	jawa
22408	bpggza	membaca novel/buku cerita	indonesia
22409	bpggza	membaca koran	indonesia
22410	bpggza	membaca majalah	indonesia
22411	bpggza	mendengar musik	indonesia
22412	bpggza	mendengar musik	inggris
22413	bpggza	mendengar radio	indonesia
22414	bpggza	menonton tv	indonesia
22415	bpggza	menonton tv	inggris
22416	mhzjsx	dengan ibu	jawa krama madya
22417	mhzjsx	dengan bapak	jawa krama madya
22418	mhzjsx	dengan kakak/adik	jawa ngoko
22419	mhzjsx	dengan nenek dan kakek	jawa krama madya
22421	mhzjsx	dengan sanak saudara (tante, om, sepupu, dll)	jawa krama
22422	mhzjsx	dengan tetangga	jawa krama
22424	mhzjsx	apabila marah	jawa ngoko
22425	mhzjsx	dalam mimpi	jawa
22426	mhzjsx	berhitung	jawa
22427	mhzjsx	kirim sms ke keluarga	jawa krama madya
22428	mhzjsx	kirim sms ke teman	indonesia
22429	mhzjsx	kirim sms ke teman	jawa
22431	mhzjsx	dalam jejaring sosial (fb)	indonesia
22432	mhzjsx	berdoa dalam hati	arab
22433	mhzjsx	berdoa dalam hati	indonesia
22434	mhzjsx	berdoa dalam hati	jawa
22435	mhzjsx	berdoa di tempat ibadah	arab
22436	mhzjsx	berdoa di tempat ibadah	indonesia
22437	mhzjsx	berdoa di tempat ibadah	jawa
22438	mhzjsx	di rumah	jawa
22439	mhzjsx	di tempat kerja	indonesia
22440	mhzjsx	di tempat kerja	inggris
22441	mhzjsx	di pasar	jawa
22442	mhzjsx	di warung	jawa
22443	mhzjsx	di bank	indonesia
22444	mhzjsx	di kantor pos	indonesia
22445	mhzjsx	di sd dengan guru	indonesia
22446	mhzjsx	di sd dengan guru	jawa
22447	mhzjsx	di sd dengan teman sekelas	indonesia
22448	mhzjsx	di sd dengan teman sekelas	jawa
22449	mhzjsx	di sma dengan guru	indonesia
22450	mhzjsx	di sma dengan guru	jawa
22451	mhzjsx	di sma dengan teman sekelas	indonesia
22452	mhzjsx	di sma dengan teman sekelas	jawa
22453	mhzjsx	di kendaraan umum	indonesia
22454	mhzjsx	di kendaraan umum	jawa
22455	mhzjsx	membaca novel/buku cerita	indonesia
22456	mhzjsx	membaca koran	indonesia
22457	mhzjsx	membaca majalah	indonesia
